source,source_record_id,source_url,name,leadership,religion,nation_line_raw,regent_raw,foundation_raw,address_raw,city,state,postcode,photo_urls
mapeando_axe_2010,3690,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa de Religião Africana Reino de Xapanã,Martha Elenir da Silva Dornelles,"Linha Cruzada, Nagô",Oyó,Jurema,1949,"Avenida Antônio Giudice, 318 - Passarela O, Morro Santana",Porto Alegre,RS,91260-040,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2010_2.jpg
mapeando_axe_2010,3689,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa de Santo Expedito,Maria Silva Barbosa,Pena e Maracá,Nagô,"Xangô, Iemanjá, Caboclo Pena Branca, Preto Velho",1985,"Rua do Contorno, 05, Centro",Rio Acima,MG,34300-970,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3879_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3879_2.jpg
mapeando_axe_2010,3688,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa de Umbanda Caboclo Tupiaçu,Leonor Miranda de Souza,Umbanda,Umbanda / Linha Branca,"Iemanjá, Xangô",1990,"Rua da Piçarreira - Alameda Almeida, 85, Mirizal",Marituba,PA,67105-280,
mapeando_axe_2010,3687,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa de Umbanda de Dona Carmita,Maria do Carmo da Silva Ribeiro,Umbanda,Umbanda/linha Branca,Ogum Beira-Mar,,"Travessa Curuzu, 808 - Entre Marquês de Herval e VIsconde de Inhauma, Pedreira",Belém,PA,66085-431,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/327_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/327_2.jpg
mapeando_axe_2010,3686,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa de Umbanda de Oxossi,Armando Francinei Rodrigues,Umbanda,Pena e Maracá,"Ogum, Oxossi",1987,"Passagem Nazaré, 26 - Travessa Curuzu, Pedreira",Belém,PA,66080-500,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/265_1.jpg
mapeando_axe_2010,3685,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa de Umbanda e Mina Nagô Yansã e Xangô,Ronaldo Pereira Lobato,Umbanda,Nagô,"Iansã, Xangô, Caboclo Zé Raimundo, Cabocla Mariana",1977,"Rua Caripunas, 402, Jurunas",Belém,PA,66030-680,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4841_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4841_2.jpg
mapeando_axe_2010,3684,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa de Umbanda Jurema do Juremeiro e Destranca Rua das Almas,Odila dos Santos Leoczinski,Umbanda,Muçurumi,"Jurema, Rendeira",1990,"Rua São Lourenço, 95, Vargas",Sapucaia do Sul,RS,93222-190,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2882_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2882_2.jpg
mapeando_axe_2010,3683,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa de Umbanda Mestre Gavião,Mônica Bezerra dos Santos,Umbanda,Angola,Mestre Gavião Preto da Mata,1999,"Rua São Benedito, 41, Prazeres",Jaboatão dos Guararapes,PE,54330-253,
mapeando_axe_2010,3682,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa de Umbanda Ponto de Jurema,Maria José dos Santos Lima,Umbanda,Umbanda/linha Branca,"Cabocla Jurema, Caboclo José Tupinambá",1968,"Travessa 3 de Maio - Passagem São Miguel, 70a, Jurunas",Belém,PA,66025-100,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3518_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3518_2.jpg
mapeando_axe_2010,3681,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa de Umbanda São Sebastião,Maria de Lourdes Pereira Barros,Tambor de Mina,"Mina, Mina-Nagô",Dom João,1986,"Rua VInte e Sete de Março, 10, Maguari",Ananindeua,PA,67030-350,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1950_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1950_2.jpg
mapeando_axe_2010,3680,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa de Vodun Kue Toy Gbadé,José Ribamar Ribeiro,Tambor de Mina,Mina,"Caboclos José Tupinambá, Zé Raimundo",2003,"Passagem Mapasa, 06, Guamá",Belém,PA,66075-152,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2561_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2561_2.jpg
mapeando_axe_2010,3679,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa de Xangô Alafin,Elias Antônio Souza,Candomblé,Nagô,"Xangô, Iansã",1970,"Rua Júlio Lima, 67, Bomba do Hemetério",Recife,PE,52111-590,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4087_1.jpg
mapeando_axe_2010,3678,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa de Xangô Seara da Cabocla Jurema,Eva Conceição Souza de Souza,Batuque,Cabinda,Xangô Aganju,2005,"Rs 401, 7255, Centro",São Jerônimo,RS,96700-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5021_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5021_2.jpg
mapeando_axe_2010,3677,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa de Yansã,Cláudia Santana Barbosa,Umbanda,Nagô,Iansã,,"Rua da Boa Hora, 255 V8, Varadouro",Olinda,PE,53020-110,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2741_1.jpg
mapeando_axe_2010,3676,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa de Zé Raimundo,Rosa Ângela Leal VIeira,Tambor de Mina,Nagô,Zé Raimundo,2004,"Estrada do Tucumagira, 55 - Entre Rua das Mangueiras e Franklin de Menezes, São João do Outeiro",Belém,PA,66843-400,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5010_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5010_2.jpg
mapeando_axe_2010,3675,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa do Amigo Pai Oxóssi,Maria Celeste Santos Silva,Umbanda,Umbanda / Linha Branca,Oxóssi,1970,"Rua Ibipituba, 450, Ipsep",Recife,PE,51350-095,
mapeando_axe_2010,3674,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa do Caboclo Arranca Toco,Marcos André Vaz Neves,Umbanda,Tambor de Mina,"Arranca Toco, Zé Pretinho",1996,"Rua Silva Castro, 199, Guamá",Belém,PA,66063-540,
mapeando_axe_2010,3673,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa do Caboclo José Raimundo,Leonardo Andrade Santos do Nascimento,Umbanda,Umbanda / Linha Branca,Xangô,2005,"Alameda São Luis, 21 - 1ª Rua Rural, Distrito Industrial",Ananindeua,PA,67125-084,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1525_1.jpg
mapeando_axe_2010,3672,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa do Exu Bará Lodê,Ana Alice da Silva Gomes,"Umbanda, Batuque, Linha Cruzada, Quimbanda","Jêje, Batuque, Umbanda / Linha Branca, Jêje-Ijexá","Oxum, Bará",1988,"Estrada Caminho do Meio - Residencial Novo Horizonte - Rua Nova Roma, 117, VIla Augusta",VIamão,RS,94435-520,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2070_2.jpg
mapeando_axe_2010,3671,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa do Mestre Umbanda Branca Renovada,Romero Alexandre da Silva,Umbanda,Umbanda / Linha Branca,Obaluaiê,2003,"3ª Travessa do Cano, 187, Beira Rio",São Lourenço da Mata,PE,54700-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4689_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4689_2.jpg
mapeando_axe_2010,3670,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa do Pai Tomé,Sergio Ronaldo Marinho da Costa,Umbanda,Umbanda/linha Branca,Iansã,1989,"Travessa Barão do Triunfo, 1501, Pedreira",Belém,PA,66080-680,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1618_1.jpg
mapeando_axe_2010,3669,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa do Pescador Zé Raimundo,Edson de Vasconcellos Oliveira,Pena e Maracá,Pena e Maracá,Zé Raimundo,2003,"Rua do Farol, 46, Praia do Farol Ilha de Cotijuba",Belém,PA,66000-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5056_2.jpg
mapeando_axe_2010,3668,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa Espírita de Caridade Vovó Camélia,Milton de Maria de Ribeiro,Umbanda,Umbanda / Linha Branca,"Pai José das Almas, Pai Jerônimo",2001,"Rua Roberto Germano do Carmo, 63, Centro",Esmeraldas,MG,35740-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5036_1.jpg
mapeando_axe_2010,3667,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa Espírita de Umbanda São Jorge,Odete Erminegildo Nascimento,"Umbanda, Nagô",Nagô,"Ogum, Iemanjá",1980,"Rua Querência do Norte, I 28, Totó",Recife,PE,50940-540,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4012_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4012_2.jpg
mapeando_axe_2010,3666,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa Espírita Pai Xangô,Mauceline Fivoto,"Umbanda, Outros",Outra,Pai Xangô,1982,"Rua Lageado 312, Medianeire",Eldorado do Sul,CE,92990-000,
mapeando_axe_2010,3665,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa Légua Bogi,Arthur Abel Moraes Dória,Tambor de Mina,Tambor de Mina,Ogum,1988,"Conjunto Cohab Gl3, Travessa 8, N. 137, Entroncamento",Belém,PA,66645-005,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1552_2.jpg
mapeando_axe_2010,3664,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa Mamãe Oxum,Maria Sueli Silva de Melo,Encantado / Pajelança,Pena e Maracá,Oxum,1987,"Travessa Barão Triunfo, 247, Sacramenta",Belém,PA,66120-220,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1160_1.jpg
mapeando_axe_2010,3663,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa Nagô Oxum Mirim,Rosângela Maria da Silva,Candomblé,Jurema,Pomba-Gira Rosa Negra,2006,"Rua José Mariano dos Reis, 111, Tabajara",Olinda,PE,,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2749_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2749_2.jpg
mapeando_axe_2010,3662,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa Oxalá dos Montes Altos,Maria Cristina de Barros Moreira,Omolocô,Omolocô,"Preto Velho, Boiadeiro",1997,"Rua Quinze de Abril, 8, Lagoinha",Belo Horizonte,MG,31210-280,
mapeando_axe_2010,3661,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa Reino de Oxum e Xangô,Gilberto Felipe Ferreira da Silva,Batuque,Jêje-Ijexá,Oxum,1988,"Rua C Dois, 63, Cohab",Guaíba,RS,92500-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2354_1.jpg
mapeando_axe_2010,3660,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Casa Senhor do Bonfim,Fernando de Paula Cortezzi Filho,Omolocô,Omolocô,Oxalá,1999,"Rua Claudio Manoel da Costa, 31, Nacional",Contagem,MG,32185-210,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2513_1.jpg
mapeando_axe_2010,3659,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Castelo de Iansã,Noé Gomes da Silva,Nagô,Nagô,Iansã,2002,"Rua Rádio Divulgadora Phen, 13, Nova Tiuma",São Lourenço da Mata,PE,54727-140,
mapeando_axe_2010,3658,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Castelo de Iansã,Maria de Betânia da Silva,Nagô,Nagô,Iansã,2001,"Rua Carneiro Leão, 150, Centro",São Lourenço da Mata,PE,54730-200,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4541_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4541_2.jpg
mapeando_axe_2010,3657,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Ceara Espírita Umbandista Pai José de Aruanda Caboclo Pedra Coral,José Barbosa,Umbanda,Mista,"Pai José de Aruanda, Caboclo Pedra Coral",,"Rua Aureliano Magalhães, 520, Paraíso",Belo Horizonte,MG,30270-440,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/170_1.jpg
mapeando_axe_2010,3656,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro  Africano Pai Xangô,Shirlei Figueiredo Mello,Batuque,Oyó,"Xangô, Iansã",1962,"Avenida Conde Figueira, 856, Morada do Vale I",Gravataí,RS,94085-010,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2037_1.jpg
mapeando_axe_2010,3655,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro  de Umbanda Sete Penas Brancas,Jacqueline da Silva Zanini Rosa,Umbanda,Umbanda / Linha Branca,Oxum Pandá,1962,"Rua Alberto Silva, 263, VIla Ipiranga",Porto Alegre,RS,91370-000,
mapeando_axe_2010,3654,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro  Espírita Afro Umbandista Cabocla Rosinha,Cláudio Aniceto Guerra,Jurema,"Umbanda / Linha Branca, Nagô",Oxum Opará,,"Rua Cana Brava, S/n, Centro",Araçoiaba,PE,53690-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3318_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3318_2.jpg
mapeando_axe_2010,3653,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano  Xapanã e Oyá,Nilza Terezinha de Lemos Mattos,Batuque,Jêje-Ijexá,Xapanã,1979,"Rua Acélio Daut, 153, Morada do Vale I",Gravataí,RS,94080-360,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4861_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4861_2.jpg
mapeando_axe_2010,3652,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano 12 de Outubro,Marcia Dorcinda da Silva Cesar,Batuque,"Quimbanda, Umbanda / Linha Branca, Oyó","Orixá, Caboclo, Preto Velho",2006,"Avenida Tiradentes, 1554, Jardim Porto Alegre",Alvorada,RS,94850-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2059_1.jpg
mapeando_axe_2010,3651,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano 30 de Abril Ilê Xapanã e Oxum,Rosane Rodrigues da Silva,Batuque,Oyó,"Orixá, Caboclo",1970,"Rua M, 08 - Núcleo Esperança, Restinga",Porto Alegre,RS,91790-400,
mapeando_axe_2010,3650,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,"Centro Africano Axé de Oxum Pandá, Ibeji e Exu Maria Navalha",Alessandra Silveira,Batuque,Cabinda,"Oxum Pandá, Ibeji",,"Rua VInte e Um, 98, Jardim Algarve",Alvorada,RS,94858-680,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/757_2.jpg
mapeando_axe_2010,3649,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano Bará Agelu,Dorvalina do Carmo Maciel Pereira,Batuque,"Quimbanda, Umbanda / Linha Branca, Oyó","Orixá, Caboclo, Preto Velho",1990,"Avenida Barão do Cerro Largo, 234, Intersul",Alvorada,RS,94850-170,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/643_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/643_2.jpg
mapeando_axe_2010,3648,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano Bará Agelu,Janira Pinheiro Lima,Batuque,Oyó,Bará,1980,"Rua Jaime Teles, 110 Ou 96, Jardim Porto Alegre",Alvorada,RS,94850-600,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1818_1.jpg
mapeando_axe_2010,3647,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano Bará Agelu e Oxum Pandá,Jane Iguacuara Silva Alves,Batuque,Jêje Nagô,"Orixá, Caboclo, Preta Velha",1999,"Rua Padre José Mauricio, 1538, VIla Elza",VIamão,RS,94420-310,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4582_1.jpg
mapeando_axe_2010,3646,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano Bará e Iemanjá,Mara Inês Rodrigues Duarte,"Umbanda, Batuque, Quimbanda",Oyó,"Bará, Iemanjá",1986,"Rua Ari Barroso, 490, Morada do Vale I",Gravataí,RS,94085-170,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3748_1.jpg
mapeando_axe_2010,3645,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano Bará e Oiá,Eclair Barboza Nunes,"Umbanda, Batuque, Nagô","Oyó, Nagô",Bará,,"Rua Ana Axelrud, 163, Maria Regina",Alvorada,RS,94828-030,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2323_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/2323_2.jpg
mapeando_axe_2010,3644,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano Bará e Oxum,Rosa Maria da Silva Costa,Umbanda,Linha Cruzada,Cabocla Jurema,1974,"Rua Laudelino Freire, 677, Sarandi",Porto Alegre,RS,91120-400,
mapeando_axe_2010,3643,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano Bará Lodê com Oxum,Rosângela Machado da Rocha,"Umbanda, Batuque, Quimbanda",,"Orixá, Caboclo, Exu",2003,"Rua Luiz Menezes, 149, Restinga - 5° Unidade",Porto Alegre,RS,91790-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5049_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5049_2.jpg
mapeando_axe_2010,3642,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano Bará Lodê e Iansã,Mário Luiz Machado,Batuque,Cabinda,"Bará Lodê, Iansã",2001,"Rua Tibúrcio de Azevedo, 424 - Esquina Fernando Riet, Americana",Alvorada,RS,94810-000,
mapeando_axe_2010,3641,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano Bará Lodê e Oxum Nanã Borocô,Carmen Terezinha V. da Fonseca,Batuque,Jêje-Ijexá,Bará Lodê,1988,"Rua Fernando Ferrari, 489, Bonsucesso",Gravataí,RS,94130-220,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4671_2.jpg
mapeando_axe_2010,3640,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano Beneficente Pai Oxalá e Mãe Iemanjá,Dejair Perdomo da Luz,"Batuque, Linha Cruzada, Quimbanda",Cabinda,"Xangô, Oxum, Exu Rei, Exu Omulu, Pomba Gira Rainha das Sete Encruzilhadas",1992,"Rua Nova (Medianeira), 152, Santa Isabel",VIamão,RS,94480-565,
mapeando_axe_2010,3639,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano Cabocla Iara,Ilza Maria Alves do Nascimento,"Umbanda, Quimbanda",Umbanda / Linha Branca,Cabocla Iara,2001,"Rua Justino Martins, 23, Mário Quintana",Porto Alegre,RS,91260-330,
mapeando_axe_2010,3638,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano Cacique Pena Branca Abassé Exu Veludo,Gilberto Severo Alende,"Umbanda, Quimbanda","Quimbanda, Umbanda / Linha Branca","Cacique Pena Branca, Exu Veludo",2004,"Rua Maestro Gustavo Jahn, 790 (Fundos), Santo Antônio",Montenegro,RS,95780-000,
mapeando_axe_2010,3637,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano Casa Pai Ogum,Maria Cabral,Batuque,Nagô,"Ogum, Iansã",1965,"Rua Santa Terezinha, 71, Santo Onofre",VIamão,RS,94440-600,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3375_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3375_2.jpg
mapeando_axe_2010,3636,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano Cultural Beneficente Ilê da Mãe Oxum,Eloína Gonçalves da Rosa,Batuque,Cabinda,"Orixá, Caboclo, Preto Velho",1980,"Rua Pindorama, 36, Bela VIsta",Alvorada,RS,94810-460,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1797_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1797_2.jpg
mapeando_axe_2010,3635,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano das Mães Iemanjá e Oxum - Taba de Pai Ogum,Nilson Rodrigues da Conceição,"Umbanda, Quimbanda, Nação",Jêje-Ijexá,Ogum,1990,"Rua Padre Antônio VIeira, 526, Santo Antônio",Porto Alegre,RS,90640-060,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/936_1.jpg
mapeando_axe_2010,3634,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano de Iansã,Gisele de Souza Brum,"Umbanda, Batuque, Quimbanda",,Cabocla Iansã,1996,"Rua da Figueira 387, Morada da Vale I",Gravataí,RS,94085-310,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4957_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4957_2.jpg
mapeando_axe_2010,3633,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano de Iansã e Ogum,Eliane Maria dos Santos,"Umbanda, Batuque","Batuque, Quimbanda",Iansã,1986,"Rua Trinta e Dois - Bloco 329 - Apto. 01, Cohab",Guaíba,RS,92500-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4450_2.jpg
mapeando_axe_2010,3632,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano de Iemanjá e Ogum Beira Mar,Zélia Regina dos Santos Silveira,Umbanda,Jêje-Ijexá,"Iemanjá, Ogum Beira Mar",1975,"Rua Afonso Alves, 1172, Morada do Vale I",Gravataí,RS,94085-130,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3806_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3806_2.jpg
mapeando_axe_2010,3631,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano de Iemanjá e Xangô,Elenice Fagundes da Rosa,Umbanda,Linha Cruzada,"Xangô, Iemanjá",1992,"Avenida Antônio de Carvalho, 1381, Jardim Carvalho",Porto Alegre,RS,91430-001,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/795_1.jpg
mapeando_axe_2010,3630,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano de Iemanjá Lomi com Oxalá,Olga Matos da Silveira,"Umbanda, Batuque, Quimbanda","Jêje, Nagô",Iemanjá,1964,"Estrada Retiro da Ponta Grossa, 1010, Ponta Grossa",Porto Alegre,RS,91780-590,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1661_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1661_2.jpg
mapeando_axe_2010,3629,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano de Ilê Ogum Onira,Mari Sandra da Silva,Umbanda,Cabinda,Exu,1993,"Rua Jaboti, 775, São Jorge",Novo Hamburgo,RS,93534-620,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5012_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5012_2.jpg
mapeando_axe_2010,3628,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano de Nação Cabinda Bará e Oxalá,Elaine dos Santos,Batuque,Cabinda,Oxalá,1991,"Rua Engenheiro Oscar da Cunha Corrêa, 109, Jardim Carvalho",Porto Alegre,RS,91440-200,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5271_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/5271_2.jpg
mapeando_axe_2010,3627,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano de Obá Ossin,Jorge Henrique Lemes de Oliveira,"Umbanda, Batuque, Quimbanda",Cabinda,Obá,2004,"Rua VIsta Alegre, 256, Umbú",Alvorada,RS,94828-740,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1640_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1640_2.jpg
mapeando_axe_2010,3626,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano de Odé e Oxum - Centro de Umbanda Guerreiros da Paz Caboclo Rompe Mato e Jurema,Gilberto Ademar de Oliveira,"Umbanda, Batuque, Quimbanda",Jêje Mahin,Odé,1996,"Avenida  X, 1401, Morada de Colina",Guaíba,RS,92500-000,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3737_1.jpg|https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/3737_2.jpg
mapeando_axe_2010,3625,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano de Ogum,Ítalo Francisco Flores Barbiot,Batuque,Jêje-Ijexá,Ogum Onira,1989,"Avenida Taquara, 406, Petrópolis",Porto Alegre,RS,90460-210,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/1269_1.jpg
mapeando_axe_2010,3624,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano de Ogum e Iansã,Adão José Paiva,Batuque,Jêje-Ijexá,Orixá,1978,"Rua Ernesto Araújo, 295, São José",Porto Alegre,RS,91520-001,https://www.mapeandoaxe.org.br/cd/images/terreiros/terreiros/4414_2.jpg
mapeando_axe_2010,3623,https://www.mapeandoaxe.org.br/cd/paginas/terreiros.htm,Centro Africano de Ogum e Iemanjá,Mayke Roger Rodrigues de Souza,"Umbanda, Quimbanda, Nação","Nagô, Quimbanda",Ogum,1975,"Rua Carlos Gomes, 1120, Tupã",Alvorada,RS,94824-380,
